Lote,ID_Turno,Fecha,Anio,Actor_Final,Rol_Final,Grupo_Actor,Estrato,Decile_Lex,Etiqueta_Previa,Palabras,Numero_Filas,ID_Desde,ID_Hasta,Lex_Score,Lex_Clase,Lex_Peso_Hawkish,Lex_Peso_Dovish,Lex_Hits_por_100,Lex_Evidencia,SHA256_Texto,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Chars_Leidos,Texto,Cobertura
411,RPM-2014-03-13:T19,2014-03-13,2014,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,D8|2014|STAFF,8,SI,386,1,8278,8278,0.0,NEUTRAL,0,0,0.0,,5021a06700cde3b7232e85a90d37a7be76f66b21a6e1b3bb9c7905a581d03703,0.0,NEUTRAL,"el precio del petróleo, que registró un leve retroceso luego de exhibir alzas durante el mes",800,"El señor Sergio Lehmann retoma su presentación señalando que un segundo acontecimiento de importancia en materia de commodities dice relación con el precio del petróleo, que registró un leve retroceso luego de exhibir alzas durante el mes a propósito del conflicto en Ucrania, tensiones geopolíticas en África y Venezuela y bajas temperaturas en Estados Unidos de América. Informa que dichas alzas tendieron a moderarse posteriormente con la atenuación de estas tensiones, la mayor producción por parte de la OPEP y el aumento de las exportaciones desde Irán a Irak. A título de último hecho relevante del mes en esta materia, menciona que los precios de productos agrícolas han subido debido a la prolongada sequía en Brasil, menor calidad de los cultivos en Estados Unidos de América y el conflicto en Ucrania, que es uno de los tres mayores productor de granos del mundo. Hace notar que con ello, el índice FAO se incrementó en el mes de febrero último. En lo concerniente a las principales variaciones de precio observadas desde la última Reunión, precisa que el del maíz y la soya registraron una alza de 6,5% y 4,4%, respectivamente, mientras que el precio del arroz anotó una caída de 3,3%. Asimismo, destaca el retroceso del precio del cobre y del hierro, de 7,3% y 14,8%, respectivamente. En términos agregados, consigna que los índices de energía y metales presentan una caída de 1,2% y 4,1%, respectivamente, en tanto que el índice de cereales, un aumento de 0,9%. Por su parte, el índice FAO alimentos registró un aumento de 2,6% en el mes de febrero. En lo atinente al precio del cobre, resalta su aorupta caída en el último mes hasta un nivel de US$2,95 la libra, que corresponde al precio de cierre del día de hoy. Hace presente que los futuros se han actualizado en línea con dicho movimiento, ubicándose en un nivel levemente inferior a US$ 3,00 la libra. El señor Sergio Lehmann manifiesta que la caída del precio del cobre obedece fundamentalmente a una significativa disminución de las importaciones de cobre de China. Sin perjuicio de ello, hace notar que el precio actual supera al registrado en igual mes del año 2013. Añade que las posiciones especulativas apuestan a una caída del precio, razón por la que estas se han acortado en las últimas semanas.",0.351
412,RPM-2014-03-13:T22,2014-03-13,2014,Sebastián Claro Edwards,Consejero,CONSEJO,D8|2014|CONSEJO,8,SI,308,1,8281,8281,0.0,NEUTRAL,0,0,0.0,,10e340b0ad384927c5890a71539c95d6058f29b669d7567c634b8ec987512de5,0.0,NEUTRAL,la cesación de pago de la empresa china,800,"En cuanto a los elementos que han incidido en la caída del precio del cobre, el Consejero señor Sebastián Claro cita la cesación de pago de la empresa china y las expectativas de no pago del próximo vencimiento de otra empresa china del mismo rubro. Plantea que el gobierno de ese país no estaría dispuesto a garantizar bonos corporativos, como se desprende de las declaraciones formuladas por el Primer Ministro chino en el día de hoy en cuanto a la posible materialización de nuevas cesaciones de pagos de bonos como un proceso natural de normalización del sistema financiero. Entre ¡os elementos de preocupación, manifiesta que entre ei 40 y el 45% de los inventarios de cobre en almacenes en China correspondería a colaterales, lo que representa alrededor del 40% de los inventarios globales de este metal. Agrega que también genera preocupación ei que ¡os créditos obtenidos usando cobre como colateral serían destinados para el financiamiento de empresas o traspasados al shadow banking para financiar la compra de bienes raíces. En este sentido, corrobora lo expresado por el Consejero señor Joaquín Vial en cuanto a que ello estaría llevando a menor uso de cobre como colateral para efectos financieros. Por otra parte, hace notar el aumento del riesgo corporativo de China desde 100 a 250 puntos base, en línea con la mayor preocupación respecto de eventuales cesaciones de pago. En cuanto a los elementos de moderación, plantea que para los próximos cinco años se espera un crecimiento del consumo de cobre en China a tasas menores pero más estables que en períodos previos; se proyecta un aumento de la demanda del metal por parte de Estados Unidos de América y la Zona Euro; y las declaraciones de autoridades chinas en el sentido que adoptarán medidas tendientes a mantener inalterado el funcionamiento de los mercados de financiamiento de ese país.",0.43
413,RPM-2014-03-13:T32,2014-03-13,2014,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico Interino,STAFF,D1|2014|STAFF,1,SI,705,1,8291,8291,-0.6364,DOVISH,0,7.0,0.43,D:reduccion de la tasa; D:desaceleracion; D:menor dinamismo,f6e8d9a97e9b58486ed8c2ef377030d861d78d0608ad75f3807ba14e9ce71a6d,-0.5,DOVISH,el último IMACEC dio cuenta de una contracción de la actividad mayor que la esperada,800,"El Gerente de Análisis Macroeconómico Interino señor Miguel Fuentes inicia su presentación refiriéndose a los hechos destacados del escenario interno. Hace presente que el último IMACEC dio cuenta de una contracción de la actividad mayor que la esperada, que se asocia a una caída significativa del dinamismo de la minería y a una expansión del sector resto menor que la anticipada. En segundo término, indica que el consumo tiende a confirmar un menor dinamismo, en línea con un menor vigor de la mayoría de sus fundamentales. Agrega que los últimos datos de inversión confirman la debilidad de los componentes maquinarias y edificación. Informa, además, que las expectativas de consumidores y empresas no registran mayor variación en el último mes. Por otra parte, comenta que ios niveles de riesgo financiero han retrocedido y que las colocaciones han mantenido su ritmo de expansión. Hace notar que las proyecciones de crecimiento del PIB y de la demanda se han corregido a la baja para los dos primeros trimestres del año Asimismo, resalta que el tipo de cambio ha registrado una depreciación mayor que la de sus determinantes y otras monedas emergentes. En términos del panorama inflacionario, señala que el registro del mes de febrero fue mayor que lo proyectado, debido al sorpresivo incremento del precio de los alimentos. Añade que para el corto plazo, ia proyección de inflación se ha revisado al alza, en línea con mayores precios de las gasolinas y el aumento de las tarifas del Transantiago A título de último hecho destacado del mes, expresa que las expectativas que se extraen de los activos financieros y de las encuestas indican que el mercado anticipa mayoritariamente una reducción de la Tasa de Política Monetaria de 25 puntos base para esta Reunión. En materia de actividad, manifiesta que el IMACEC tuvo un comportamiento débil en el mes de enero, influido por una contribución negativa de los sectores de recursos naturales, particularmente de la minería, y una desaceleración notoria del aporte del comercio, cuya expansión fue prácticamente nula en ei mes de enero. En términos sectoriales, hace notar la contracción que exhiben el comercio y la construcción en los últimos meses, no así los sectores ligados a los servicios, que han mostrado una expansión en términos de sus niveles desestacionalizados. En relación con la demanda, señala que la demanda interna registró un repunte puntual en los meses de diciembre y enero por una acumulación transitoria de inventarios mineros asociada al último paro portuario. Agrega que la formación bruta de capital fijo se mantiene bastante débil. Asimismo, advierte que ia inversión continúa descendiendo en términos interanuales. Sobre el particular, precisa que las importaciones de bienes de capital exhibieron caídas de 20% en los meses de enero y febrero, pero en términos desestacionalizados los datos son algo menos desalentadores. Además, hace notar una correlación importante entre el comportamiento de la bolsa y las importaciones de bienes de capital, que constituye un elemento fundamental para fines de explicar la debilidad que probablemente exhibirá este componente en los meses siguientes. En lo atinente al sector construcción, el señor Miguel Fuentes informa que el empleo no registra mayor variación en los últimos catorce meses y que los indicadores de cemento y hormigón mostraron tasas de crecimiento muy negativas en el mes de enero último, en línea con el bajo crecimiento que exhibe este sector. En materia de colocaciones, indica que los préstamos comerciales exhiben tasas de crecimiento similares a las observadas en meses previos, mientras que las colocaciones para la vivienda muestran una leve aceleración. En cuanto al acceso al financiamiento externo, informa que en el mes de enero último no hubo emisiones de bonos de empresas chilenas en el exterior. Asimismo, advierte sobre un grado de restricción o menor disponibilidad de financiamiento en el exterior en los últimos meses. En relación con las expectativas empresariales, no se advierten grandes cambios desde la última Reunión, manteniéndose en terreno neutral. Resalta el grado de disparidad entre sectores, por cuanto el sector construcción aparece por varios meses con perspectivas bastante negativas y generalizadas a través de todos sus componentes; el comercio se mantiene en niveles optimistas, aunque más bajos que a mediados del año pasado; y la industria se sitúa en torno al valor neutral.",0.179
414,RPM-2014-03-13:T44,2014-03-13,2014,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,D4|2014|STAFF,4,SI,260,1,8303,8303,-0.1429,NEUTRAL,1.0,2.0,0.77,H:pass through; D:desaceleracion,41c9d291ef44d0a20c56df78509cfb350ff2392e719b9447cafc3101942b1b85,0.0,NEUTRAL,efectuará un análisis referido al pass through,800,"El Gerente de División Estudios señor Luis Óscar Herrera procede a responder las consultas y comentarios. En primer término, informa que esa Gerencia de División efectuará un análisis referido al pass through para efectos de determinar, entre otros aspectos, su magnitud, evolución en el tiempo y su variación ante diferentes condiciones, como shocks internos de portafolio o shocks de depreciación de carácter endógeno a una desaceleración de la economía que lleva involucrado un ajuste en la política monetaria. Agrega que también se debe tener presente que las variables tienen distintas velocidades de sobrerreacción al tipo de cambio respecto de sus niveles de más largo plazo. Asimismo, se debe considerar que algunos componentes de la demanda, como aquellos que tienen una lógica de stock, concentran sus ajustes en el corto plazo y luego se normalizan, sin mediar un cambio o mejora de importancia. Aquellos componentes que tienen un carácter más inercial, como el consumo y el gasto fiscal, registran un ajuste más lento. En su opinión, en la medida que el mercado de crédito continúa funcionando en forma normal, permite suavizar este tipo de elementos. En cuanto al sector industrial, confirma que parte de la sustitución de importaciones ha ido desapareciendo, pero, a diferencia de las empresas ligadas al cobre, destaca que las perspectivas se algunas empresas, como las agroexportadoras y forestales, han mejorado. De hecho, consigna alguna expansión del sector forestal. Por último, adelanta que un próximo estudio abordará el impacto de las depreciaciones del tipo de cambio sobre las exportaciones agrícolas e industriales, desagregadas por mercado y por países.",0.476
415,RPM-2014-04-17:T15,2014-04-17,2014,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,D1|2014|CONSEJO,1,SI,176,1,8347,8347,-0.6,DOVISH,-1.5,0,0.57,H:aumento de la tasa,7cb991f1861cb650c8fcb535ce4cba28da94c0eb224dc3c0208a50a353651b93,0.0,NEUTRAL,predominaba un clima más positivo sobre la economía mundial,800,"El Presidente señor Rodrigo Vergara consigna que en las recientes Reuniones de Primavera predominaba un clima más positivo sobre la economía mundial, en particular respecto de las economías desarrolladas y muy específicamente en lo concerniente a Estados Unidos de América. Asimismo, Europa y también Japón. Resalta que el tapering se ha implementado de forma muy gradual y que los movimientos que se originaron al comienzo de este proceso habrían respondido a problemas de carácter comunicacional. A su juicio, se encuentra internalizado que las compras de activos concluirán antes del término del presente ejercicio y que la Reserva Federal no acordará un aumento de la tasa rectora antes del segundo semestre del próximo año. En materia de riesgos, expresa su concordancia en cuanto a que las tensiones geopolíticas entre Rusia y Ucrania podrían incidir negativamente en los mercados financieros. Por último, consulta sobre la visión de la Gerencia de División de Estudios acerca de la situación de China, atendido que algunos sostienen que esa economía se desacelera y otros, que ha evolucionado de acuerdo con lo esperado.",0.71
416,RPM-2014-04-17:T65,2014-04-17,2014,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,D2|2014|STAFF,2,SI,1073,3,8397,8399,-0.3846,NEUTRAL,6.0,16.0,0.56,H:presiones inflacionarias; D:bajar la tasa; D:holguras de capacidad; D:caracter transitorio; D:relajamiento; D:holgura,2c489f6037a491b3fbd40a5ba24efc62d5f74b90209f6f1fe335ca4a6d4d2ac9,-0.5,DOVISH,"recomienda mantener la TPM en 4,0% anual y mantener el sesgo a la baja en el Comunicado",800,"El señor Luis Óscar Herrera inicia su intervención refiriéndose a los principales desarrollos acontecidos desde la última Reunión de Política Monetaria. En lo concerniente al escenario externo, consigna que se ha observado la disminución de los premios por riesgo soberano y bancario tanto en las economías desarrolladas como emergentes; el retroceso acotado de la volatilidad de los mercados financieros internacionales; como asimismo, el aumento registrado por las bolsas de economías emergentes y la depreciación del dólar estadounidense a nivel internacional. Asimismo, informa que el Fondo Monetario Internacional corrigió a la baja la proyección de crecimiento de las economías emergentes, mientras que mantuvo sin cambios significativos la referida a las desarrolladas. Hace notar que este escenario global es similar al contenido en el IPoM del mes de marzo. Por su parte, la Reserva Federal ha continuado disminuyendo su programa de compras de activos, pero comunicó la intención de mantener la tasa rectora en su nivel actual por un tiempo considerable tras la culminación de dicho programa. En este aspecto, el consenso de mercado anticipa una primera alza para mediados del año 2015, pero existe mayor incertidumbre sobre el curso posterior de la política monetaria. En Europa, en cambio, se ha mencionado la posibilidad de adoptar medidas tradicionales de relajamiento monetario. Por último, indica que, en general, los precios de las materias primas han aumentado y en este aspecto, destaca el incremento del precio de la gasolina y el de los productos agrícolas, y entre estos últimos, el de los cereales. Hace presente que la inflación del mes de marzo fue superior a lo previsto por las expectativas de mercado, reflejando sorpresas en el comportamiento de algunos servicios específicos; que el traspaso de la depreciación del peso chileno a los precios de bienes transables se encuentra dentro de lo previsto; y que las expectativas de corto plazo experimentaron cambios menores y las de mediano plazo se mantuvieron en 3% anual. Agrega que, con vaivenes, el tipo de cambio nominal se apreció, ubicándose en torno a $555 por dólar estadounidense al cierre de la Minuta de Opciones de la presente Reunión. Finalmente, comenta que las expectativas de mercado para la Tasa de Política Monetaria se han ajustado a la baja, y que la mediana de los encuestados considera la posibilidad de que se produzcan dos recortes en los próximos meses, lo que también se ve reflejado en los precios de los activos financieros. Sin embargo, para esta Reunión, el consenso apunta a que la TPM se mantendría en 4,0% anual. El señor Luis Óscar Herrera manifiesta que los antecedentes antedichos llevan a proponer a título de opciones relevantes en esta ocasión, mantener la Tasa de Política Monetaria en 4,0% anual o rebajarla en 25 puntos base, a 3,75% anual, en razón de los fundamentos que pasa a expresar. En primer término y a título de resumen de los antecedentes expuestos, señala que el panorama internacional es similar al analizado en la Reunión pasada y al consignado en el IPoM del mes de marzo, salvo por una mejora en las condiciones financieras globales. Sin embargo, continúa la preocupación por el crecimiento económico y el sistema financiero en China. En segundo lugar, menciona que los antecedentes internos confirman que la actividad resto y la demanda final crecen a un ritmo moderado, lo que en el margen está relajando la intensidad de uso de la capacidad instalada y las presiones sobre el mercado laboral. La tasa de desempleo, sin embargo, sigue en niveles bajos en términos históricos. En materia de inflación, índica que el registro del mes de marzo sorprendió nuevamente al alza, y que en los últimos tres meses, el IPC y el IPCSAE han acumulado aumentos de 1,5 y 1,4 puntos porcentuales, respectivamente, comportamiento que refleja, en lo sustantivo, el impacto de la depreciación del peso, así como alzas en los precios internacionales de la energía y de los alimentos. Resalta, sin embargo, que las expectativas inflacionarias para los plazos relevantes de la política monetaria se mantienen en torno al 3% anual, esperándose que las holguras de capacidad que se están creando contribuyan a reducir las presiones inflacionarias internas a mediano plazo. En cuanto a la opción de mantener la TPM, plantea que esta alternativa se puede justificar en que la tasa rectora se ha recortado en 100 puntos base en meses recientes, el crédito interno continúa fluyendo normalmente hacia los hogares y empresas, las tasas de corto y largo plazo en el mercado han disminuido y el tipo de cambio real se encuentra depreciado respecto de sus promedios históricos, mientras que la inflación ya está en torno a la meta de 3% anual. En este contexto, mantener la tasa en esta oportunidad, sin descartar la posibilidad de realizar ajustes adicionales más adelante, permitiría acumular más antecedentes sobre los efectos de las correcciones ya realizadas a la política monetaria y la persistencia de las sorpresas inflacionarias que se han observado en los últimos meses. Por su parte, la alternativa de recortar la TPM es coherente con una expectativa de que continuarán acumulándose holguras de capacidad en la economía, lo que a mediano plazo debería reducir tas presiones inflacionarias. Además, el repunte reciente de los registros inflacionarios es transitorio como consecuencia de la depreciación del peso y algunos factores puntuales, y las expectativas se mantienen en tomo a 3% anual. Hace presente que este escenario, como se consignó en el Informe antedicho, podría requerir un impulso monetario adicional para asegurar que la inflación permanezca en torno a la meta. En cuanto a los aspectos tácticos, señala que la decisión de disminuir la TPM en esta oportunidad sería sorpresiva para el mercado y podría ser complejo de procesar considerando las novedades inflacionarias recientes. A título ejemplar, indica que rebajar la tasa podría ser conveniente en caso que fuera necesario reafirmar el diagnóstico del carácter transitorio del repunte de la inflación, lo que no se estima en esta oportunidad porque las expectativas de mercado, aún después de esta sorpresa inflacionaria, contemplan reducciones adicionales de la TPM en el corto plazo y, de hecho, una disminución sorpresiva de la tasa rectora podría llevar incluso a revisar esas expectativas más a la baja, lo que ¡ría más allá del escenario que se anticipa en el último IPoM. El Gerente de División Estudios señor Luis Óscar Herrera manifiesta que por las razones antedichas, recomienda mantener la TPM en 4,0% anual y mantener el sesgo a la baja en el Comunicado de esta Reunión.",0.12
417,RPM-2014-04-17:T73,2014-04-17,2014,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,D8|2014|CONSEJO,8,SI,494,1,8408,8408,0.1429,NEUTRAL,2.0,1.0,0.61,H:segunda vuelta; H:efectos de segunda vuelta; D:holgura,d8df611b4856b64c136fa6122e650c1e222b859fe04837664cf4550cb9ffec9a,-0.25,NEUTRAL,"ya se ha dado un estímulo monetario importante, al punto que hoy el equivalente real de la TPM es cercano a 0",800,"El Consejero señor Joaquín Vial inicia su intervención agradeciendo el análisis de los personeros de la Gerencia de División Estudios, que ha aportado antecedentes muy relevantes para la decisión que corresponde adoptar y expresa su concordancia con los antecedentes expuestos y las opiniones consignadas en la Minuta de Opciones. Señala que, en líneas generales, dichos antecedentes tienden a respaldar la proyección de crecimiento realizada en el IPoM, que apunta a que el peso de la recuperación de la actividad económica global comienza a pasar gradualmente desde los países emergentes a los desarrollados; y que si bien los datos más recientes sobre actividad e inflación en este último grupo de países han sido algo menos positivos, la diferencia no justifica cambiar las proyecciones. Por otra parte, se aprecia también un mayor apetito por riesgo en los mercados financieros globales, que ha favorecido el regreso parcial de los capitales a las economías emergentes. Las complicaciones crecientes en el Este de Europa sugieren la conveniencia de evaluar de manera sistemática los efectos económicos que podría tener un agravamiento adicional de la crisis en Ucrania, lo que sería un elemento de riesgo que podría cambiar las perspectivas en algún grado. En lo referente al plano nacional, plantea que las líneas gruesas no han cambiado. En efecto, la economía crece a un ritmo similar al proyectado, pero con un mayor protagonismo de las exportaciones, especialmente mineras, que compensa una debilidad algo mayor de la demanda interna. Dado que se parte de una situación inicial de elevado déficit en cuenta corriente, medido a precios de tendencia, esto constituye un desarrollo positivo, ya que reduce la dependencia del financiamíento externo en momentos en que se avizora un ajuste gradual en la amplia liquidez global. Por supuesto, si no se materializara la recuperación esperada en la inversión en capital fijo en la segunda parte del año, podría llevar a una subutilización no deseada en los recursos del país, pero hasta el momento no hay antecedentes sólidos que contradigan esa proyección. Por otra parte, señala que la inflación volvió a sorprender al alza en el mes de marzo, por lo que gana importancia el seguimiento de esta variable y sus tendencias. Plantea que de especial relevancia para ello es la identificación de posibles efectos de segunda vuelta en los salarios nominales. Si bien estos últimos también muestran una leve aceleración en el margen, concuerda con la Gerencia de División Estudios en que cabe esperar que dicha alza se revierta a medida que se haga más evidente una mayor holgura en el mercado de trabajo. En todo caso, considera que es crucial hacer un buen seguimiento de estas variables en los próximos meses. En este contexto, expresa que su voto es por mantener la TPM en 4% anual, considerando que ya se ha dado un estímulo monetario importante, al punto que hoy el equivalente real de la TPM es cercano a 0 en el corto plazo ya 1% en el horizonte relevante de política.",0.265
418,RPM-2014-05-15:T38,2014-05-15,2014,Pablo García Silva,Consejero,CONSEJO,D8|2014|CONSEJO,8,SI,201,1,8453,8453,0.0,NEUTRAL,0,0,0.0,,3298076c8faae347cd3f1ba2057122b0e87482d6d38e95f41c9f029884244032,-0.25,NEUTRAL,"el consumo, el cual se reduce prácticamente en un punto",800,"El Consejero señor Pablo García plantea que el análisis antedicho no sugería que la sorpresa inflacionaria estuviera vinculada a un rol de los salarios excepcional o mayor al anticipado, o que los salarios estuvieran evolucionando de manera anómala dado el desempleo, sino que la regresión de inflación de servicios daba como resultado una brecha de medio punto entre el efecto salarios y el efecto del tipo de cambio, sorpresa que era inexplicable y que sugería que el traspaso de la depreciación del tipo de cambio ha sido mayor que el previsto. Por otra parte, hace notar que de acuerdo con el gráfico que se contiene en la lámina N° 58 de la presentación, se proyecta que los salarios nominales crecerán en torno al 7% o 7,5% de aquí a cinco meses más. No obstante, a su juicio, ello no se condice con la revisión a la baja de las proyecciones de los componentes más persistentes de la demanda, en particular el consumo, el cual se reduce prácticamente en un punto, y que es el elemento que más debiera afectar a esta dinámica salarial; por lo que plantea la posible existencia de una contradicción en lo que se reflejan en este análisis.",0.701
419,RPM-2014-05-15:T39,2014-05-15,2014,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,D9|2014|STAFF,9,SI,236,1,8454,8454,0.3333,NEUTRAL,2.0,0,0.42,H:alza de la inflacion,0fda219426d43faada8297e036f9fa783243d895ac8e7880d0130aaf5a8bb6bf,0.5,HAWKISH,"puede ser el factor que, en el margen, empuja un alza de la inflación",800,"El Gerente de División Estudios señor Luis Óscar Herrera reconoce la existencia de ciertas tensiones en la información que se refleja en este gráfico, las que, a su juicio, son fruto del análisis de los hechos desde distintos ángulos o puntos de vista. En segundo lugar, señala que el tipo de cambio incide en varios ítems como un porcentaje de los costos, razón por la que puede ser el factor que, en el margen, empuja un alza de la inflación; no obstante, también se debe tener presente que los mercados y márgenes se han estrechado en algunos sectores, como el relacionado con el agua, aumentando la posibilidad de que estas alzas se materialicen. Asimismo, hace notar que el análisis considera las proyecciones de corto plazo como punto de referencia. Hace presente que en esas proyecciones no aparecen sorpresas ahí, porque se mantiene básicamente la misma inercia de los trimestres anteriores. Manifiesta que la nota de cautela radica en que, en el margen, los salarios, que son muy importantes para algunos ítems, sí han presentado algún grado de aceleración nominal y si bien podría ser transitoria, no ha sido incorporada directamente en la proyección de servicios. Aclara que no se está estimando un repunte en el nivel de los salarios, sino que podría haber otros elementos que podrían generar una aceleración de los mismos, más que la correlación específica con el costo de la mano de obra.",0.571
420,RPM-2014-05-15:T40,2014-05-15,2014,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,D8|2014|STAFF,8,SI,363,1,8455,8455,0.0,NEUTRAL,0,0,0.0,,0b1f11ade28209790a995595950fff15317187dbd0dd010b34dd96f1e745144a,0.25,NEUTRAL,la inflación SAE también se ha revisado al alza en el horizonte de proyección,800,"El señor Miguel Fuentes retoma su presentación y expresa que la revisión de la inflación de servicios, cercana a una décima, es el principal ajuste de la proyección de corto plazo y se explica principalmente por la tarifa del agua potable, que tiene un componente inercial importante y, por lo tanto, debe sumarse un nuevo ajuste en los datos del mes de abril al ya realizado. Agrega que la inflación SAE también se ha revisado al alza en el horizonte de proyección. El IPC, en tanto, se ha corregido desde 0,1 a 0,3% para el mes de mayo, en parte importante por el alza de gasolina observada en el mes de abril; y el registro en doce meses alcanzaría su punto máximo en dicho mes, en torno a 4,6% de acuerdo con la canasta de referencia, y a 4,4% al término del año. Deja constancia que para efectos de esta proyección se ha supuesto un tipo de cambio de $563, que corresponde al valor promedio registrado en los diez días previos a su realización, y que el considerar un tipo de cambio de $550 se traduciría en torno a una décima menos de inflación en el mes de septiembre próximo, desde 3,8% a 3,7% en doce meses. Por último, deja constancia que las expectativas de inflación de más largo plazo se mantienen ancladas en torno a 3%. Al concluir su presentación, manifiesta que las expectativas de TPM evidencian recortes de menor magnitud en los próximos meses; y que la curva forward se ha movido hasta un mínimo de 3,75%. Agrega que de acuerdo con la Encuesta de Expectativas Económicas, más del 60% de los analistas consultados espera la mantención de la TPM en esta oportunidad y el resto, un recorte de 25 puntos base; en tanto que la encuesta Bloomberg y la Encuesta de Operadores Financieros reflejan un grado mayor de consenso en cuanto a su mantención en esta Reunión. Para el mes de junio, en tanto, las opiniones de mercado están más divididas, ya que si bien la opción mayoritaria es un recorte de 25 puntos base, cerca del 40% anticipa su mantención y el 10%, una baja de 50 puntos base.",0.4
421,RPM-2014-05-15:T7,2014-05-15,2014,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,D8|2014|CONSEJO,8,SI,257,1,8422,8422,0.0,NEUTRAL,0,0,0.0,,db9fe8d087c07e35821a1c3566342ebf33bd1b8982acb643ee9ad4beb0368199,0.25,NEUTRAL,la sorpresa de la inflación al alza que denota un poco más de tensión inflacionaria,800,"El Consejero señor Joaquín Vial formula tres comentarios. En primer término, plantea que el panorama de Estados Unidos de América se ha tornado más complejo, atendidos los últimos datos referentes a costos unitarios de mano de obra y de crecimiento, la sorpresa de la inflación al alza que denota un poco más de tensión inflacionaria y la depreciación del dólar de ese país en el último mes. En su opinión, es preciso efectuar un cuidadoso seguimiento a este nuevo escenario, porque incidirá en las decisiones de política monetaria de esa economía. Agrega que a ello se suman los problemas que han surgido por la incapacidad para proveer los puestos claves en la Reserva Federal y en otras instituciones, lo que también puede complicar la toma de decisiones de política en dicho país. En segundo término, resalta los problemas que está enfrentando el sector inmobiliario en China, tanto por su efecto directo sobre la demanda por materias primas industriales como por sus implicancias para el resto del sistema financiero. A su juicio, este aspecto también amerita ser seguido con atención, dado que por sí solo puede convertirse en un factor de riesgo relevante. Por último, destaca las notorias caídas de los inventarios de cobre en las bolsas de metales hasta niveles extraordinariamente bajos, que a su juicio, se deberían a traspasos desde las bolsas de metales hacia almacenes fuera de bolsa; la acumulación de reservas estratégicas de China; y mayor estrechez en el mercado. Sobre este aspecto, estima necesario dilucidar las razones que explican estas caídas de inventarios.",0.506
422,RPM-2014-05-15:T8,2014-05-15,2014,Pablo García Silva,Consejero,CONSEJO,D10|2014|CONSEJO,10,SI,224,1,8423,8423,0.5556,HAWKISH,5.0,0,0.89,H:alza de la tasa; H:mayor inflacion,409e8d9a0ce40e1e13954b6d14203fb85184a894c81655c97c1a1582b606cdd4,0.5,HAWKISH,los riesgos en Estados Unidos de América están claramente sesgados hacia una mayor inflación y mayores tasas de interés,800,"El Consejero señor Pablo García expresa que los mercados han asumido que la Reserva Federal mantendrá la tasa hasta mediados del próximo año. No obstante, su trayectoria tiene riesgos únicamente al alza, ya que hacia fines del año 2015, la economía estará prácticamente con pleno empleo; la inflación, en 2%; la economía, creciendo al 3,5%; y la tasa de los fondos federales, 200 puntos por debajo de lo que es una estimación relativamente benigna de lo que sería una tasa de interés neutral. En su opinión, dichos antecedentes llevan a anticipar un alza de la tasa de interés rectora, en una fecha anterior a lo que se desprende de los mensajes de la Reserva Federal. Con respecto a la inflación coyuntural en Estados Unidos de América, comenta que los precios de servicios de salud se corrigieron fuertemente a la baja el año pasado, reduciendo la inflación media de ese período. En consecuencia, a medida que esta caída y otras comiencen a salir de la base, la inflación en doce meses comenzará a aumentar por ese motivo. En su opinión, los riesgos en Estados Unidos de América están claramente sesgados hacia una mayor inflación y mayores tasas de interés, tal como se consigna en los escenarios de riesgo previstos en el Informe de Estabilidad Financiera. A su juicio, requieren ser seguidos con atención y cuidado.",0.606
423,RPM-2014-06-12:T29,2014-06-12,2014,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,D8|2014|STAFF,8,SI,196,1,8508,8508,0.0,NEUTRAL,0,0,0.0,,61918dfd5618499158d709d7e23399e42850da3a2ccce7df17144330510efab0,0.0,NEUTRAL,el sector asociado a la edificación de obras de ingeniería se encuentra más deprimido,800,"El señor Miguel Fuentes señala, en primer término, que el IMCE de las empresas asociadas mayormente a la edificación y el referido a aquellas relacionadas con obras de ingeniería da cuenta de un deterioro similar en ambos sectores. No obstante, durante el primer trimestre del año, las ventas de viviendas se han mantenido muy dinámicas, lo mismo que las ventas de aquellas que se encuentran en proceso de construcción y las colocaciones hipotecarios. En segundo lugar, manifiesta que los servicios empresariales exhiben un deterioro en los últimos meses y, entre estos, el sector asociado a obras de ingeniería en particular. Sin embargo, ello contrasta con otras actividades comprendidas en dichos servicios empresariales, como las inmobiliarias y de corretaje de propiedades, que presentan un alza importante y explican parte del crecimiento del sector. Por otra parte, la Asociación de Empresas Consultoras de Ingeniería ha informado que la cantidad de horas contratadas por proyecto volvió a registrar una fuerte caída en el primer trimestre. En síntesis, expresa que el sector asociado a la edificación de obras de ingeniería se encuentra más deprimido, mientras que el asociado a edificación habitacional está contribuyendo a mantener el crecimiento del sector. 4",0.63
