ID_Turno,Fecha,Actor_Final,Rol_Final,Grupo_Actor,HD_Score_Oro,HD_Clase_Oro,Evidencia_Oro,Lex_Score,Score_Fuera_De_Pliegue,Pred_Fuera_De_Pliegue,Acierta
RPM-2014-11-18:T39,2014-11-18,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,-0.5,DOVISH,fue apropiado imprimirle el impulso que se le dio a la economía,-0.2,-0.9553,DOVISH,SI
RPM-2015-01-15:T42,2015-01-15,Alberto Arenas de Mesa,Ministro de Hacienda,HACIENDA,-0.75,DOVISH,confirman las expectativas de menores presiones inflacionarias y una trayectoria de baja de la inflación,0.1429,-0.0573,NEUTRAL,NO
RPM-2015-05-14:T12,2015-05-14,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,0.25,NEUTRAL,"la llegada del fenómeno de “El Niño” durante este año, que ya estaría teniendo algún grado de incidencia en los precios de alimentos",0.0,-0.0032,NEUTRAL,SI
RPM-2015-07-14:T21,2015-07-14,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,estos serían más acotados de lo previsto en la RPM previa,0.0,0.0128,NEUTRAL,SI
RPM-2015-08-13:T57,2015-08-13,Rodrigo Valdés Pulido,Ministro de Hacienda,HACIENDA,0.25,NEUTRAL,sus comentarios apuntarán al desanclaje de expectativas,0.4286,0.4162,NEUTRAL,SI
RPM-2015-10-15:T72,2015-10-15,Pablo García Silva,Consejero,CONSEJO,0.0,NEUTRAL,debemos seguir monitoreando por sobre todo el escenario externo,0.1429,-0.216,DOVISH,NO
RPM-2015-12-17:T63,2015-12-17,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,debido a que la depreciación del peso y holguras de capacidad,-0.5,-0.1256,NEUTRAL,SI
RPM-2005-01-11:T40,2005-01-11,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.75,HAWKISH,se inclina por recomendar un alza de 25 puntos base en esta ocasión,0.0,0.8775,HAWKISH,SI
RPM-2005-05-12:T46,2005-05-12,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.75,HAWKISH,la opción de alza de 25 puntos base domina inambiguamente a la mantención de la tasa de política monetaria,0.0,0.8105,HAWKISH,SI
RPM-2005-06-09:T29,2005-06-09,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,-0.25,NEUTRAL,una mantención de tasas de interés resulta más coherente con los antecedentes disponibles,0.3333,0.1498,NEUTRAL,SI
RPM-2005-11-10:T50,2005-11-10,Manuel Marfán Lewis,Consejero,CONSEJO,0.75,HAWKISH,elevar la Tasa de Política Monetaria en 25 puntos base y vota en consecuencia en tal sentido,0.7333,0.9691,HAWKISH,SI
RPM-2006-02-09:T45,2006-02-09,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.75,HAWKISH,vota también por un aumento de 25 puntos base en la tasa de política monetaria,0.5,0.5447,HAWKISH,SI
RPM-2006-04-13:T39,2006-04-13,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,igualmente las cifras de casi 4% resultan elevadas,0.1111,0.2968,NEUTRAL,SI
RPM-2006-06-15:T68,2006-06-15,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,-0.5,DOVISH,este es un buen momento para realizar una pausa y mantener la tasa de política monetaria en 5%,0.1111,-0.6936,DOVISH,SI
RPM-2006-09-07:T51,2006-09-07,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,-0.25,NEUTRAL,la tasa actual de política podría mantenerse en los niveles actuales por un período prolongado de tiempo,0.0,0.096,NEUTRAL,SI
RPM-2006-11-16:T41,2006-11-16,Manuel Marfán Lewis,Consejero,CONSEJO,-0.25,NEUTRAL,"ha tendido a amplificarse hacia abajo, con una mayor densidad de perspectivas pesimistas",-0.4286,-0.2791,NEUTRAL,SI
RPM-2007-01-11:T43,2007-01-11,Enrique Marshall Rivera,Consejero,CONSEJO,-0.75,DOVISH,"vota por bajar la tasa de política monetaria en 25 puntos base para quedar en 5,0%",-0.7895,0.014,HAWKISH,NO
RPM-2007-03-15:T56,2007-03-15,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.25,NEUTRAL,"lo que justificaría, en su opinión, la mantención de la tasa en su nivel actual",0.5429,0.093,NEUTRAL,SI
RPM-2007-06-14:T56,2007-06-14,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.25,NEUTRAL,ha estado cambiando y se ha desviado de manera significativa de lo que se esperaba a principios de año,0.7895,0.0395,NEUTRAL,SI
RPM-2007-09-13:T40,2007-09-13,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,0.0,NEUTRAL,la apreciación del tipo de cambio es más reciente,0.0,0.0081,NEUTRAL,SI
RPM-2007-11-13:T33,2007-11-13,Igal Magendzo Weinberger,Gerente de División Estudios (S),STAFF,0.25,NEUTRAL,"la compensación inflacionaria de 1 en 1 alcanza a 2,85%, 3,07% en octubre",-0.375,0.2544,NEUTRAL,SI
RPM-2007-12-13:T78,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.5,HAWKISH,el Consejo acuerda subir la Tasa de Política Monetaria en 25 puntos base a 6% anual,0.1333,0.909,HAWKISH,SI
RPM-2008-03-13:T87,2008-03-13,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,-0.5,DOVISH,requiere de una reacción medida de la Política Monetaria,0.0,-0.6499,DOVISH,SI
RPM-2008-06-10:T55,2008-06-10,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,el shock inflacionario que se está observando produce que el gasto real crezca menos de lo que se estaba proyectando,0.0,-0.0238,NEUTRAL,SI
RPM-2008-07-10:T85,2008-07-10,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,1.0,HAWKISH,no cabe ninguna duda que corresponde una contracción de la misma por las distintas razones de segunda vuelta,0.6,0.645,HAWKISH,SI
RPM-2008-08-14:T91,2008-08-14,Enrique Marshall Rivera,Consejero,CONSEJO,1.0,HAWKISH,la principal novedad del último mes es el deterioro del panorama inflacionario,-0.1,0.9449,HAWKISH,SI
RPM-2008-09-04:T55,2008-09-04,Pablo García Silva,Gerente de División Estudios,STAFF,0.25,NEUTRAL,"las expectativas de inflación, estas últimas aumentaron bastante después de la última Reunión de Política Monetaria",0.0,-0.2919,NEUTRAL,SI
RPM-2008-12-11:T35,2008-12-11,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,-0.25,NEUTRAL,hoy tienen que pagar la cuenta,-0.6,-0.604,DOVISH,NO
RPM-2009-02-12:T53,2009-02-12,Manuel Marfán Lewis,Consejero,CONSEJO,-0.5,DOVISH,se tiene que volver a considerar escenarios fuertemente pesimistas,-0.3333,0.1478,NEUTRAL,NO
RPM-2009-05-07:T57,2009-05-07,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,se espera que la recuperación sea un poco más lenta el segundo trimestre,-0.1429,-0.3467,NEUTRAL,SI
RPM-2009-07-09:T107,2009-07-09,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,CONSEJO,-0.5,DOVISH,han reducido las presiones inflacionarias que enfrenta la economía chilena,-0.2857,-0.8626,DOVISH,SI
RPM-2009-09-08:T61,2009-09-08,Enrique Marshall Rivera,Consejero,CONSEJO,-0.25,NEUTRAL,corresponde perseverar con las políticas en curso,-0.4,0.123,NEUTRAL,SI
RPM-2009-12-15:T30,2009-12-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"tuvo una variación mes a mes a de 0,4% y una variación interanual de -0,9% en octubre",0.0,-0.3402,NEUTRAL,SI
RPM-2010-02-11:T120,2010-02-11,Rodrigo Vergara Montes,Consejero,CONSEJO,0.0,NEUTRAL,las perspectivas de crecimiento se han mantenido bastante estables,-0.4286,-0.0858,NEUTRAL,SI
RPM-2010-04-15:T65,2010-04-15,Kevin Cowan Logan,Gerente de División Política Financiera,STAFF,-0.25,NEUTRAL,se ven condiciones más holgadas en adelante,0.0,-0.1026,NEUTRAL,SI
RPM-2010-06-15:T85,2010-06-15,Sebastián Claro Edwards,Consejero,CONSEJO,0.25,NEUTRAL,la demanda interna crece a tasas bastante altas,0.2,-0.4067,DOVISH,NO
RPM-2010-07-15:T93,2010-07-15,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.75,HAWKISH,"aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 1,50% anual",0.3333,0.9873,HAWKISH,SI
RPM-2010-09-16:T35,2010-09-16,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,0.0,NEUTRAL,echa de menos una curva forward de tasas de política monetaria,0.0,-0.1288,NEUTRAL,SI
RPM-2010-11-16:T67,2010-11-16,Ricardo Vicuña Poblete,Gerente de División Estadísticas,STAFF,0.0,NEUTRAL,las reparaciones de los daños en una obra existente no son catastradas,0.0,0.0213,NEUTRAL,SI
RPM-2011-01-13:T83,2011-01-13,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.5,DOVISH,es importante que el comunicado dé a entender que no habrá nuevas alzas,0.0,0.1511,NEUTRAL,NO
RPM-2011-04-12:T75,2011-04-12,Rodrigo Vergara Montes,Consejero,CONSEJO,0.75,HAWKISH,"su voto en esta oportunidad es por subir la TPM en 50 puntos base, para llevarla a 4,5%",0.6,0.7548,HAWKISH,SI
RPM-2011-05-12:T85,2011-05-12,Felipe Larraín Bascuñán,Ministro de Hacienda,HACIENDA,0.5,HAWKISH,la actividad económica interna continúa exhibiendo un renovado dinamismo,0.4545,-0.0844,DOVISH,NO
RPM-2011-09-15:T60,2011-09-15,Rodrigo Vergara Montes,Consejero,CONSEJO,-0.25,NEUTRAL,"su voto es por mantener la TPM en 5,25% y mantener el último párrafo",-0.6667,0.0122,NEUTRAL,SI
RPM-2011-10-13:T58,2011-10-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,menores presiones inflacionarias derivadas fundamentalmente de la parte X1 de alimentos,0.3333,-0.2768,NEUTRAL,SI
RPM-2011-12-13:T16,2011-12-13,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,"el programa es incompleto y, por lo tanto, fallará en cuanto a su credibilidad",0.0,-0.0405,NEUTRAL,SI
RPM-2012-03-15:T13,2012-03-15,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,"continúa la recuperación de las bolsas y, en particular, los aumentos significativos en Estados Unidos de América",-0.6923,-0.2524,NEUTRAL,SI
RPM-2012-05-17:T36,2012-05-17,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,la demanda estuvo en línea con las proyecciones contenidas en el IPoM de marzo,-0.6,-0.9122,DOVISH,NO
RPM-2012-07-12:T50,2012-07-12,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.75,DOVISH,"la proyección de inflación en doce meses se ha corregido hasta un 2,1%, desde el 2,7%",0.2,-0.0076,NEUTRAL,NO
RPM-2012-08-16:T8,2012-08-16,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,ello ha ido agravando los riesgos derivados de una deuda que crece sistemáticamente,0.0,-0.2581,NEUTRAL,SI
RPM-2012-10-18:T37,2012-10-18,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"el producto ha moderado su tasa de crecimiento, mientras que la demanda final se mantiene dinámica",-0.6364,-0.2186,NEUTRAL,SI
RPM-2012-11-13:T49,2012-11-13,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,0.25,NEUTRAL,la brecha de PIB continuará expandiéndose hacia el lado inflacionario,0.4286,0.1493,NEUTRAL,SI
RPM-2013-03-14:T18,2013-03-14,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.0,NEUTRAL,una tendencia a la baja de su precio en relación a su oferta,0.0,0.0078,NEUTRAL,SI
RPM-2013-04-11:T3,2013-04-11,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,una recuperación débil y heterogénea en lo más reciente,-0.3333,-0.1943,NEUTRAL,SI
RPM-2013-06-13:T68,2013-06-13,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,-0.5,DOVISH,la consolidación de una actividad y demanda por debajo de los niveles esperados tiene efectos sobre la política monetaria,-0.5833,-0.5625,DOVISH,SI
RPM-2013-08-13:T15,2013-08-13,Enrique Marshall Rivera,Consejero,CONSEJO,0.25,NEUTRAL,la economía mundial evoluciona positivamente,0.0,0.0224,NEUTRAL,SI
RPM-2013-09-12:T51,2013-09-12,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.0,NEUTRAL,esta recomendación coincide con la expectativa de consenso o mayoritaria en el mercado,-0.8333,-0.4329,NEUTRAL,SI
RPM-2013-10-17:T43,2013-10-17,Enrique Marshall Rivera,Consejero,CONSEJO,-0.5,DOVISH,"vota por ajustar la Tasa de Política Monetaria en 25 puntos base para dejarla en un nivel de 4,75%",-0.4286,-0.2616,NEUTRAL,NO
RPM-2013-12-12:T7,2013-12-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,"alcanzó a 3,6% trimestre a trimestre anualizado",-0.3333,-0.0148,NEUTRAL,SI
RPM-2014-02-18:T2,2014-02-18,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,da inicio a la Reunión de Política Monetaria N° 207,0.0,-0.0535,NEUTRAL,SI
RPM-2014-04-17:T15,2014-04-17,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,predominaba un clima más positivo sobre la economía mundial,-0.6,0.011,NEUTRAL,SI
RPM-2014-06-12:T59,2014-06-12,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,-0.5,DOVISH,"validar la expectativa en orden a que la TPM llegará muy prontamente a 3,5% anual",0.0,-0.6171,DOVISH,SI
RPM-2014-08-14:T46,2014-08-14,Pablo García Silva,Consejero,CONSEJO,-0.5,DOVISH,han continuado sorprendiendo de manera significativa en la misma direc,-0.5,-0.9242,DOVISH,SI
RPM-2014-09-11:T42,2014-09-11,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.75,DOVISH,"la recomendación de la Gerencia de División Estudios es por reducir la TPM en 25 puntos base, a 3,25% anual",-0.6667,-0.8376,DOVISH,SI
RPM-2014-11-18:T21,2014-11-18,Pablo García Silva,Consejero,CONSEJO,-0.25,NEUTRAL,"el empleo asalariado privado, que crecía 4% en el año 2013, hoy lo hace a una tasa de 0%",0.0,-0.1504,NEUTRAL,SI
RPM-2015-02-12:T21,2015-02-12,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,0.0,NEUTRAL,los premios por plazo en Estados Unidos de América se encuentran en sus niveles mínimos,0.3333,0.0829,NEUTRAL,SI
RPM-2015-04-16:T60,2015-04-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,0.0,NEUTRAL,propone como única opción relevante mantener la TPM en 3% y el sesgo neutral,0.3333,-0.1057,NEUTRAL,SI
RPM-2015-05-14:T9,2015-05-14,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,STAFF,0.0,NEUTRAL,el mercado consolida la visión de que la Reserva Federal retrasará su proceso de normalización de tasas,0.0,-0.0116,NEUTRAL,SI
RPM-2015-07-14:T46,2015-07-14,Alberto Naudon Dell'Oro,Gerente de División Estudios,STAFF,-0.25,NEUTRAL,el deterioro de este mercado era esperado y que ahora ha comenzado a materializarse,0.3846,0.1389,NEUTRAL,SI
RPM-2015-09-15:T41,2015-09-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,una clara reducción del ritmo de crecimiento de empleo asalariado,-0.0909,0.2647,NEUTRAL,NO
RPM-2015-11-12:T8,2015-11-12,Diego Gianelli Gómez,Jefe del Departamento Análisis Internacional,STAFF,-0.25,NEUTRAL,las encuestas no esperan que el ciclo de alza de tasas sea muy profundo,0.0,-0.1361,NEUTRAL,SI
RPM-2005-01-11:T33,2005-01-11,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,0.25,NEUTRAL,dicho escenario contempla un cierre de brecha a un ritmo algo mayor,0.0,0.1227,NEUTRAL,SI
RPM-2005-03-10:T7,2005-03-10,Esteban Jadresic Marinovic,Gerente de División Internacional,STAFF,0.0,NEUTRAL,aproximadamente el 80% de las fluctuaciones en los últimos años del spread soberano chileno se debería a factores idiosincráticos,0.0,-0.0094,NEUTRAL,SI
RPM-2005-06-09:T26,2005-06-09,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,0.5,HAWKISH,la tendencia inflacionaria seguía aumentando,0.6364,0.4761,NEUTRAL,NO
RPM-2005-10-11:T47,2005-10-11,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,0.75,HAWKISH,la mejor opción es aumentar la tasa de Política Monetaria en 25 puntos base y en tal sentido vota por ello,0.6667,0.8244,HAWKISH,SI
RPM-2006-03-16:T11,2006-03-16,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,0.25,NEUTRAL,la actividad económica mundial ha estado mucho mejor de lo que pensábamos,0.0,0.0234,NEUTRAL,SI
RPM-2006-04-13:T74,2006-04-13,Jorge Desormeaux Jiménez,Consejero,CONSEJO,0.75,HAWKISH,"un alza de 25 puntos base, decisión que espera la mayoría del mercado, sería más coherente con nuestro escenario central",-0.6667,0.3674,NEUTRAL,NO
RPM-2006-06-15:T63,2006-06-15,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,-0.75,DOVISH,no le parece que existan argumentos para apretar en este momento la política monetaria,0.25,-0.1681,NEUTRAL,NO
RPM-2006-09-07:T33,2006-09-07,Manuel Marfán Lewis,Consejero,CONSEJO,0.0,NEUTRAL,debiera ser más bien insesgado por esa sola causa,0.3333,0.0421,NEUTRAL,SI
RPM-2006-12-14:T3,2006-12-14,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,han seguido configurando un escenario de mayor debilidad,0.1111,-0.6499,DOVISH,NO
RPM-2007-02-08:T34,2007-02-08,Pablo García Silva,Gerente de División Política Financiera,STAFF,-0.25,NEUTRAL,"tratar de hacer vínculos con la aceleración de la inflación subyacente, le parece, que es aún prematuro",0.3333,-0.003,NEUTRAL,SI
RPM-2007-05-10:T42,2007-05-10,Pablo García Silva,Gerente de División Política Financiera,STAFF,-0.25,NEUTRAL,en esta ocasión es difícil argumentar por una opción distinta a la mantención de la Tasa de Política Monetaria,-0.3333,0.0281,NEUTRAL,SI
RPM-2007-07-12:T20,2007-07-12,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,0.75,HAWKISH,nuevamente dio cuenta de un escenario de inflación de corto plazo superior al previsto en el último IPoM,0.4783,0.7405,HAWKISH,SI
RPM-2007-09-13:T74,2007-09-13,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,0.0,NEUTRAL,"eventos sorpresivos, con implicancias opuestas para la política monetaria",-0.2857,0.7682,HAWKISH,NO
RPM-2007-11-13:T68,2007-11-13,Manuel Marfán Lewis,Consejero,CONSEJO,-0.25,NEUTRAL,esto se compensa con la evidencia que apunta hacia una mayor brecha de productos,0.3333,0.0459,NEUTRAL,SI
RPM-2008-02-07:T3,2008-02-07,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,"se destaca un deterioro en el escenario externo, producto de la extensión de la crisis subprime hacia otros sectores",-0.3333,-0.1123,NEUTRAL,NO
RPM-2008-03-13:T88,2008-03-13,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,-0.25,NEUTRAL,va a tener consecuencias desinflacionarias,0.4286,-0.0543,NEUTRAL,SI
RPM-2008-05-08:T43,2008-05-08,María Olivia Recart Herrera,Ministro de Hacienda (S),HACIENDA,-0.25,NEUTRAL,produce un período de rezago de transferencia de precios un poco más largo de lo que se podría desear,0.0,-0.0539,NEUTRAL,SI
RPM-2008-07-10:T84,2008-07-10,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,STAFF,0.75,HAWKISH,la inflación anual medida desde julio de 2007 a junio de 2008 ha llegado a una cifra que bordea el 10%,0.6,0.9476,HAWKISH,SI
RPM-2008-11-13:T49,2008-11-13,Sebastián Claro Edwards,Consejero,CONSEJO,0.25,NEUTRAL,confirma que la inflación sigue siendo el principal problema que actualmente enfrenta la economía chilena,0.2667,0.132,NEUTRAL,SI
RPM-2008-12-11:T34,2008-12-11,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,en el caso de Japón también se observa una caída muy importante,-0.6,-0.0564,NEUTRAL,SI
RPM-2009-02-12:T5,2009-02-12,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.5,DOVISH,"en el cuarto trimestre se registró una caída de dicho indicador en un 3,8%",0.0,-0.0057,NEUTRAL,NO
RPM-2009-04-09:T115,2009-04-09,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.5,DOVISH,"está en -0,5% y la proyección para el 2010 se mantiene en 3%",0.5556,-0.0675,NEUTRAL,NO
RPM-2009-06-16:T72,2009-06-16,Kevin Cowan Logan,Gerente de División Política Financiera,STAFF,-0.25,NEUTRAL,"con lo cual se desharía, en parte, la reducción de tasas",0.0,0.1435,NEUTRAL,SI
RPM-2009-08-13:T50,2009-08-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"el peso se ha depreciado, a pesar del importante aumento observado en el precio del cobre",0.0,-0.0963,NEUTRAL,SI
RPM-2009-10-13:T71,2009-10-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,se ajustan al escenario base presentado en el último IPoM,-0.4286,-0.2545,NEUTRAL,SI
RPM-2009-12-15:T64,2009-12-15,Luis Felipe Céspedes Cifuentes,Gerente de Investigación Económica,STAFF,-0.5,DOVISH,se ha observado una importante reducción en los registros de inflación y en las proyecciones de corto plazo,-0.5,-0.4259,NEUTRAL,NO
RPM-2010-02-11:T125,2010-02-11,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.0,NEUTRAL,"por unanimidad, se mantiene la tasa de política monetaria en 0,5%",0.5,-0.0458,NEUTRAL,SI
RPM-2010-05-13:T59,2010-05-13,José De Gregorio Rebeco,Presidente del Banco Central,CONSEJO,0.5,HAWKISH,se está con un nivel de tasas que ciertamente es muy bajo dadas las perspectivas actuales y que se tiene un espacio de ajuste,0.4545,0.4756,HAWKISH,SI
RPM-2010-07-15:T71,2010-07-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.5,HAWKISH,acordará un aumento de la tasa de política monetaria de 50 puntos base,0.5556,-0.1864,NEUTRAL,NO
RPM-2010-08-12:T4,2010-08-12,Sebastián Claro Edwards,Consejero,CONSEJO,0.0,NEUTRAL,no permite tener una idea precisa acerca de la estabilidad actual de esos precios,0.0,0.0105,NEUTRAL,SI
RPM-2010-09-16:T26,2010-09-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.0,NEUTRAL,"efectivamente, la apreciación ha sido muy poco significativa",0.0,-0.0755,NEUTRAL,SI
RPM-2011-01-13:T3,2011-01-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,las cifras de actividad de las economías desarrolladas resultaron mejores que lo anticipado,0.3333,-0.0909,NEUTRAL,SI
RPM-2011-02-17:T97,2011-02-17,Felipe Larraín Bascuñán,Ministro de Hacienda,HACIENDA,0.75,HAWKISH,le parece adecuado validar las expectativas del mercado y aumentar la TPM en 25 puntos base,0.7778,0.6176,HAWKISH,SI
RPM-2011-05-12:T38,2011-05-12,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,"el riesgo de cola, si bien no tendría una alta probabilidad de ocurrencia, podría tener efectos significativos",0.0,-0.0332,NEUTRAL,SI
RPM-2011-06-14:T23,2011-06-14,Rodrigo Vergara Montes,Consejero,CONSEJO,-0.5,DOVISH,no se advierte un panorama externo auspicioso,-0.5,-0.003,NEUTRAL,NO
RPM-2011-09-15:T66,2011-09-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,CONSEJO,-0.25,NEUTRAL,han aumentado los riesgos en torno al escenario internacional,0.4286,-0.5198,DOVISH,NO
RPM-2011-11-15:T82,2011-11-15,Enrique Marshall Rivera,Consejero,CONSEJO,-0.25,NEUTRAL,las perspectivas de crecimiento para esta región del mundo se han seguido debilitando,-0.6923,-0.2185,NEUTRAL,SI
RPM-2012-01-12:T5,2012-01-12,Luis Óscar Herrera Barriga,Gerente de División Estudios,STAFF,0.0,NEUTRAL,"si estas dos tasas están desarbitradas, se van a producir flujos en el sentido señalado",0.0,0.3998,NEUTRAL,SI
RPM-2012-04-17:T34,2012-04-17,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,"persiste el dinamismo del crédito hipotecario, para pymes y para grandes empresas",0.0,-0.0042,NEUTRAL,SI
RPM-2012-07-12:T73,2012-07-12,Joaquín Vial Ruiz-Tagle,Consejero,CONSEJO,-0.25,NEUTRAL,se amplían y difunden las señales de desaceleración en el resto del mundo,-0.6,-0.1693,NEUTRAL,SI
RPM-2012-09-13:T29,2012-09-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.25,NEUTRAL,"el IMACEC del mes de julio creció 5,3%, en línea con lo proyectado",-0.6,-0.4191,NEUTRAL,SI
RPM-2012-10-18:T6,2012-10-18,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,0.25,NEUTRAL,han mejorado los indicadores de producción industrial y ventas minoristas,-0.6,-0.0458,NEUTRAL,SI
RPM-2012-12-13:T23,2012-12-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,0.0,NEUTRAL,en el mes de octubre pasado la actividad presentó en una alta tasa de crecimiento,-0.6364,-0.1082,NEUTRAL,SI
RPM-2013-01-17:T60,2013-01-17,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,"los magros datos de crecimiento, especialmente en Europa y algunos otros países en desarrollo",0.2,-0.3125,NEUTRAL,SI
RPM-2013-04-11:T64,2013-04-11,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,-0.5,DOVISH,se mantienen por debajo del piso del rango de tolerancia del Banco Central de Chile,-0.5,-0.5725,DOVISH,SI
RPM-2013-06-13:T14,2013-06-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,-0.25,NEUTRAL,"ella se ha moderado en México, Brasil y China, debido a la disminución de los precios de alimentos",-0.7143,-0.0286,NEUTRAL,SI
RPM-2013-07-11:T40,2013-07-11,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,STAFF,-0.25,NEUTRAL,"la corrección marginal de la proyección para el año desde el 4,4% considerado en dicho Informe, hasta un 4,3%",-0.7143,-0.1506,NEUTRAL,SI
RPM-2013-11-19:T25,2013-11-19,Sebastián Claro Edwards,Consejero,CONSEJO,-0.25,NEUTRAL,la actividad y demanda exhiben una desaceleración gradual,-0.6,-0.0747,NEUTRAL,SI
RPM-2013-12-12:T35,2013-12-12,Rodrigo Vergara Montes,Presidente del Banco Central,CONSEJO,0.25,NEUTRAL,"en la actualidad, en cambio, podría comenzar a predominar la visión opuesta",0.0,-0.3217,NEUTRAL,SI
