ID_Intervencion	Fecha	Actor	N_Op	Tipo	Antes	Despues	Justificacion
RPM-2012-04-17:4784:2	2012-04-17	Enrique Marshall Rivera	1	RESIDUO_PAGINACION	 Sesión N° 184 Página 20 de 26 	 	"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-04-17:4787:1	2012-04-17	Manuel Marfán Lewis	1	RESIDUO_PAGINACION	 Sesión N° 184 Página 21 de 26 	 	"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-04-17:4787:1	2012-04-17	Manuel Marfán Lewis	2	RESIDUO_PAGINACION	 Sesión N° 184 Página 22 de 26		"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-04-17:4788:2	2012-04-17	Rodrigo Vergara Montes	1	RESIDUO_PAGINACION	 Sesión N° 184 Página 23 de 26		"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-04-17:4789:1	2012-04-17	Felipe Larraín Bascuñán	1	RESIDUO_PAGINACION	 Sesión N° 184 Página 24 de 26 	 	"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-04-17:4789:1	2012-04-17	Felipe Larraín Bascuñán	2	RESIDUO_PAGINACION	 Sesión N° 184 Página 25 de 26 	 	"Residuo de paginacion del PDF incrustado en medio de la oracion. Medido: 26 apariciones, 24 con la cabecera ""Sesion N° N"" delante y 2 como pie de pagina del Comunicado (""Pagina 31 de 31""). ""Sesion N° N"" aparece 25 veces en el corpus y solo 24 van seguidas de Pagina, de modo que el patron exige ambos y no toca ninguna mencion legitima. Se elimina el residuo y se deja un solo espacio donde la oracion continua."
RPM-2012-09-13:5049:1	2012-09-13	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2012-09-13:5066:1	2012-09-13	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2012-12-13:5257:3	2012-12-13	Felipe Larraín Bascuñán	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2012-12-13:5257:3	2012-12-13	Felipe Larraín Bascuñán	2	ACENTO_FALTANTE	Central de Chile la inflación en diciembre seria de 0,1% mensual	Central de Chile la inflación en diciembre sería de 0,1% mensual	Tilde faltante, grupo B2. «seria»: se leyeron las 39 apariciones y 32 son el condicional («lo que seria interesante» -> sería); las 7 restantes son el adjetivo serio/seria y NO se tocan: «una seria amenaza», «no sólo es seria», «le parece muy seria», «gente extremadamente seria», «una cuantificación seria», «están en seria duda», «una seria advertencia». Por eso cada par lleva contexto. «estimulo»: las 18 apariciones son el sustantivo («el estimulo monetario», «el estimulo fiscal», «planes de estimulo», «el grado de estimulo») y ninguna es la primera persona del verbo estimular, así que todas llevan tilde.
RPM-2012-12-13:5257:3	2012-12-13	Felipe Larraín Bascuñán	3	ESPACIO_INDEBIDO	reció 10,1 % anual, tr	reció 10,1% anual, tr	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2013-07-11:5694:1	2013-07-11	Enrique Marshall Rivera	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2014-02-18:6040:1	2014-02-18	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2014-03-13:6064:1	2014-03-13	Joaquín Vial Ruiz-Tagle	1	LETRA_CONFUNDIDA	nesgo	riesgo	"nesgo por riesgo. Medido: 29 apariciones en 29 filas, todas con la i leida como n. ""nesgo"" no es palabra del espanol, no existe lectura alternativa. ""riesgo"" aparece cientos de veces en el corpus."
RPM-2014-04-17:6166:1	2014-04-17	Luis Óscar Herrera Barriga	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2014-04-17:6166:1	2014-04-17	Luis Óscar Herrera Barriga	2	ACENTO_INDEBIDO	teria de inflación, índica que el registro	teria de inflación, indica que el registro	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 5140 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2014-06-12:6252:1	2014-06-12	Rodrigo Vergara Montes	1	LETRA_CONFUNDIDA	nesgo	riesgo	"nesgo por riesgo. Medido: 29 apariciones en 29 filas, todas con la i leida como n. ""nesgo"" no es palabra del espanol, no existe lectura alternativa. ""riesgo"" aparece cientos de veces en el corpus."
RPM-2014-06-12:6278:1	2014-06-12	Luis Óscar Herrera Barriga	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2015-09-15:7031:1	2015-09-15	Joaquín Vial Ruiz-Tagle	1	LETRA_CONFUNDIDA	en tomo a	en torno a	"en tomo a por ""en torno a"". Medido: 24 apariciones (20 ""en tomo a"" y 4 ""en tomo al""), la r leida como m. ""tomo"" es palabra real (volumen) pero ningun contexto lo admite. ""en torno a"" aparece 1.678 veces."
RPM-2005-01-11:3:1	2005-01-11	Pablo García Silva	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2005-01-11:3:1	2005-01-11	Pablo García Silva	2	LETRA_CONFUNDIDA	ducen del diferencia! de tasas de int	ducen del diferencial de tasas de int	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2005-01-11:3:1	2005-01-11	Pablo García Silva	3	PALABRA_PARTIDA	ido dinamismo de la form ación bruta de capita	ido dinamismo de la formación bruta de capita	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 116 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:165:1	2005-03-10	Nicolás Eyzaguirre Guzmán	1	ACENTO_INDEBIDO	cambiaría	cambiaria	"cambiaría por cambiaria. La tilde convierte el adjetivo en verbo condicional. Medido en todo el corpus: 241 apariciones con tilde (188 singulares y 53 dentro de ""cambiarías"", que esta regla tambien corrige porque la forma larga contiene a la corta). SOLO 3 son el condicional legitimo y sus filas quedan excluidas: ""cuanto cambiaria la estimacion"" (2005-12-13:515:1), ""no cambiaria el sesgo"" (2012-03-15:4723:1), ""no cambiaria el comportamiento"" (2014-09-11:6425:1). Las 238 restantes van siempre tras un sustantivo que exige adjetivo (apreciacion 65, depreciacion 55, intervencion 28, ...); los 46 con sustantivo ambiguo fueron muestreados y todos exigen adjetivo. Se verifico ademas que ninguna fila mezcla la forma verbal con la adjetiva."
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	1	LETRA_CONFUNDIDA	cambiarla	cambiaria	"cambiarla por cambiaria. Misma familia y mismo defecto. Medido: 8 apariciones (todas dentro de ""cambiarlas""), todas adjetivas y revisadas una por una: ""paridades cambiarlas"" 4 veces, ""implicancias cambiarlas"" 2, ""expectativas cambiarlas"" 1, ""coberturas cambiarlas"" 1. ""cambiarias"" ya aparece 19 veces en el corpus."
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	2	LETRA_CONFUNDIDA	ninguna duda cuando ios escucha de que 	ninguna duda cuando los escucha de que 	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	3	PALABRA_PARTIDA	íamos en esa época. Adem ás, no tendría nin	íamos en esa época. Además, no tendría nin	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 574 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	4	PALABRA_PARTIDA	as de lo que parece afirm ar el Banco y, por	as de lo que parece afirmar el Banco y, por	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 41 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	5	PALABRA_PARTIDA	ue han cambiado. En prim er lugar, hoy día 	ue han cambiado. En primer lugar, hoy día 	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 1739 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	6	PALABRA_PARTIDA	 durar, pero hay un am biente general en el m	 durar, pero hay un ambiente general en el m	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 87 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	7	ACENTO_INDEBIDO	nomías tienen tasas nomínales más bajas que C	nomías tienen tasas nominales más bajas que C	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 606 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	8	ESPACIO_INDEBIDO	otencial y ,por lo tan	otencial y,por lo tan	Espacio insertado antes del signo. En español el signo va pegado a la palabra o a la cifra que lo precede: no hay lectura en que el espacio sea correcto. Evidencia de fuente (§18): los dos PDFs del repositorio dan 0 ocurrencias del patrón y las 90 filas del corpus de esas mismas sesiones también, así que no es una característica del acta. La operación sólo quita el blanco; no altera ninguna palabra ni ninguna cifra.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	9	PALABRA_PARTIDA	m acroeconómica	macroeconómica	Palabra partida por un espacio espurio: la forma junta aparece 34 veces en el corpus y la segunda mitad por separado no es una palabra. La primera mitad es una letra suelta, que no es palabra española salvo a/y/o/e/u.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	10	PALABRA_PARTIDA	que, com o se	que, como se	Palabra partida por un espacio espurio, con la segunda mitad reducida a una letra: «com o» -> «como». La evidencia es interna y doble: el primer trozo («com») es marginal en el corpus (2 apariciones, y ésas son ésta) y la forma junta («como») es la que el propio corpus usa 5932 veces. La encontró detector_partida_letra, agregado en §31 porque detector_partida no puede verla: su guarda «segunda mitad con frecuencia < 50» bloquea justo las letras (a=37.528, o, e, s), que son frecuentes porque este mismo defecto las esparce. Precisión medida del detector: 40 candidatos en las 9.723 filas, 40 verdaderos; el único que no se corrige aquí es el de 147:1, que es la cola de una carrera letra por letra y se arregla entero en su pasada.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	11	PALABRA_PARTIDA	reaccione consecuentem ente. La	reaccione consecuentemente. La	Palabra partida por un espacio espurio, con la segunda mitad reducida a una letra: «consecuentem ente» -> «consecuentemente». La evidencia es interna y doble: el primer trozo («consecuentem») es marginal en el corpus (1 apariciones, y ésas son ésta) y la forma junta («consecuentemente») es la que el propio corpus usa 10 veces. La encontró detector_partida_letra, agregado en §31 porque detector_partida no puede verla: su guarda «segunda mitad con frecuencia < 50» bloquea justo las letras (a=37.528, o, e, s), que son frecuentes porque este mismo defecto las esparce. Precisión medida del detector: 40 candidatos en las 9.723 filas, 40 verdaderos; el único que no se corrige aquí es el de 147:1, que es la cola de una carrera letra por letra y se arregla entero en su pasada.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	12	ACENTO_INDEBIDO	hacía	hacia	Pase transversal, enumeración completa. De las 32 apariciones de «hacía» en el corpus, 17 son el verbo («hacía presente», «hacía referencia», «hacía mención», «hacía necesario», «lo hacía moderadamente»…) y 15 son la preposición «hacia» con tilde indebidamente puesta: siempre rigen un complemento de dirección o destino («hacía delante», «hacía adelante», «hacía la baja», «hacía América Latina», «hacía las economías emergentes», «hacía el tercer trimestre»). En esas 15 el verbo no tiene sujeto ni complemento posible. Se corrigieron las 15 y se dejaron las 17; el suelo de la guardia de regresión bajó de 32 a 17 con la enumeración documentada en el test, no en silencio. «hacia» aparece 2.183 veces.
RPM-2005-03-10:185:1	2005-03-10	Nicolás Eyzaguirre Guzmán	13	LETRA_CONFUNDIDA	IPOM	IPoM	Sigla mal compuesta. Medido en el corpus: «IPoM» aparece 2473 veces y «IPOM» 58, siempre el mismo documento, el Informe de Política Monetaria del Banco Central de Chile, cuya sigla lleva la o minúscula. El OCR leyó la o minúscula como O mayúscula.
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	cambiarla	cambiaria	"cambiarla por cambiaria. Misma familia y mismo defecto. Medido: 8 apariciones (todas dentro de ""cambiarlas""), todas adjetivas y revisadas una por una: ""paridades cambiarlas"" 4 veces, ""implicancias cambiarlas"" 2, ""expectativas cambiarlas"" 1, ""coberturas cambiarlas"" 1. ""cambiarias"" ya aparece 19 veces en el corpus."
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	2	LETRA_CONFUNDIDA	yieId	yield	"yieId por yield: la l minuscula se leyo como I mayuscula. Medido: ""yield"" aparece 11 veces en el corpus y ""yieId"" una sola, en ""esa yieId curve""."
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	3	PALABRA_PARTIDA	bir la historia que estam os viviendo hoy dí	bir la historia que estamos viviendo hoy dí	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 98 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	4	PALABRA_PARTIDA	 la forma actual de estim ar el producto pot	 la forma actual de estimar el producto pot	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 70 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	5	PALABRA_PARTIDA	erándole una enorme incertidum bre. Aquí es donde 	erándole una enorme incertidumbre. Aquí es donde 	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 781 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-03-10:191:1	2005-03-10	Manuel Marfán Lewis	6	PALABRA_PARTIDA	lo estamos midiendo actualm ente. Agrega el seño	lo estamos midiendo actualmente. Agrega el seño	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 213 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2005-05-12:257:1	2005-05-12	Nicolás Eyzaguirre Guzmán	1	ACENTO_INDEBIDO	cambiaría	cambiaria	"cambiaría por cambiaria. La tilde convierte el adjetivo en verbo condicional. Medido en todo el corpus: 241 apariciones con tilde (188 singulares y 53 dentro de ""cambiarías"", que esta regla tambien corrige porque la forma larga contiene a la corta). SOLO 3 son el condicional legitimo y sus filas quedan excluidas: ""cuanto cambiaria la estimacion"" (2005-12-13:515:1), ""no cambiaria el sesgo"" (2012-03-15:4723:1), ""no cambiaria el comportamiento"" (2014-09-11:6425:1). Las 238 restantes van siempre tras un sustantivo que exige adjetivo (apreciacion 65, depreciacion 55, intervencion 28, ...); los 46 con sustantivo ambiguo fueron muestreados y todos exigen adjetivo. Se verifico ademas que ninguna fila mezcla la forma verbal con la adjetiva."
RPM-2005-08-11:357:1	2005-08-11	Klaus Schmidt-Hebbel Dunker	1	ACENTO_INDEBIDO	cambiaría	cambiaria	"cambiaría por cambiaria. La tilde convierte el adjetivo en verbo condicional. Medido en todo el corpus: 241 apariciones con tilde (188 singulares y 53 dentro de ""cambiarías"", que esta regla tambien corrige porque la forma larga contiene a la corta). SOLO 3 son el condicional legitimo y sus filas quedan excluidas: ""cuanto cambiaria la estimacion"" (2005-12-13:515:1), ""no cambiaria el sesgo"" (2012-03-15:4723:1), ""no cambiaria el comportamiento"" (2014-09-11:6425:1). Las 238 restantes van siempre tras un sustantivo que exige adjetivo (apreciacion 65, depreciacion 55, intervencion 28, ...); los 46 con sustantivo ambiguo fueron muestreados y todos exigen adjetivo. Se verifico ademas que ninguna fila mezcla la forma verbal con la adjetiva."
RPM-2006-02-09:587:11	2006-02-09	Rodrigo Valdés Pulido	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2006-03-16:603:1	2006-03-16	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2006-03-16:615:1	2006-03-16	Rodrigo Valdés Pulido	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2006-04-13:649:3	2006-04-13	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2006-05-11:665:1	2006-05-11	Klaus Schmidt-Hebbel Dunker	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
RPM-2006-05-11:665:1	2006-05-11	Klaus Schmidt-Hebbel Dunker	2	LETRA_CONFUNDIDA	cambiarla	cambiaria	"cambiarla por cambiaria. Misma familia y mismo defecto. Medido: 8 apariciones (todas dentro de ""cambiarlas""), todas adjetivas y revisadas una por una: ""paridades cambiarlas"" 4 veces, ""implicancias cambiarlas"" 2, ""expectativas cambiarlas"" 1, ""coberturas cambiarlas"" 1. ""cambiarias"" ya aparece 19 veces en el corpus."
RPM-2006-06-15:740:1	2006-06-15	Vittorio Corbo Lioi	1	LETRA_CONFUNDIDA	cambiarlo	cambiario	"cambiarlo por cambiario. Misma familia: el OCR puso una l donde va una i. Medido: 60 apariciones, de las cuales 16 son ""cambiarlos"" (la forma larga contiene a la corta, y esta regla las corrige tambien). 6 son el infinitivo legitimo y sus filas quedan excluidas: ""habria que cambiarlos por papeles"" (2006-08-10:812:1), ""hay que cambiarlo"" (2006-11-16:980:1), ""haya que cambiarlo"" (2007-03-15:1146:1), ""no puede cambiarlo"" (2008-08-14:2022:1), ""no hay antecedentes para cambiarlo"" (2010-08-12:3317:1), ""razones para cambiarlo"" (2012-05-17:4843:1). Las 54 restantes son adjetivas: ""el lado cambiarlo"", ""en lo cambiarlo"", ""los mercados financieros y cambiarlos"". Los 11 contextos con palabra funcion delante se revisaron uno por uno."
